Sehir,İlce,Mahalle,Fiyat,brüt metrekare,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat
İstanbul,Eyüpsultan,Göktürk Merkez Mahallesi,8150000,390 M2,235 M2,4+1,0 (Yeni),1. Kat
Ankara,Keçiören,Etlik Mahallesi,635000,105 M2,100 M2,2+1,16-20,1. Kat
Antalya,Muratpaşa,Ermenek Mahallesi,1725000,140 M2,-,145 M2,3+1,11-15
İzmir,Bergama,Gaziosmanpaşa Mahallesi,515000,110 M2,95 M2,2+1,0 (Yeni),1. Kat
Denizli,Merkezefendi,Selçuk Bey Mahallesi,2300000,215 M2,190 M2,4+1,0 (Yeni),2. Kat
Antalya,Alanya,Mahmutlar Mahallesi,1255000,140 M2,130 M2,2+1,5-10,2. Kat
Balıkesir,Karesi,2. Sakarya Mahallesi,875000,260 M2,230 M2,6+1,5-10,3. Kat
Trabzon,Akçaabat,Söğütlü Mahallesi,900000,165 M2,155 M2,3+1,5-10,9. Kat
İstanbul,Esenyurt,Süleymaniye Mahallesi,559000,120 M2,100 M2,2+1,3,Yüksek Giriş
İstanbul,Esenler,Menderes Mahallesi,759000TLarrow_downward,120 M2,110 M2,2+1,5-10,4. Kat
Tekirdağ,Çerkezköy,Kızılpınar Atatürk Mahallesi,339000,130 M2,120 M2,2+1,4,1. Kat
Tekirdağ,Çerkezköy,Kızılpınar Atatürk Mahallesi,367000,110 M2,100 M2,2+1,1,5. Kat
Mersin,Mezitli,Tece Mahallesi,1100000,135 M2,-,155 M2,3+1,1
Antalya,Finike,İskele Mahallesi,950000,145 M2,125 M2,3+1,0 (Yeni),2. Kat
Antalya,Finike,İskele Mahallesi,550000,90 M2,70 M2,2+1,0 (Yeni),1. Kat
Ankara,Altındağ,Feridun Çelik Mahallesi,575000,140 M2,125 M2,3+1,3,1. Kat
İzmir,Çiğli,Ataşehir Mahallesi,1250000,120 M2,110 M2,3+1,5-10,Yüksek Giriş
Ankara,Mamak,Şahap Gürler Mahallesi,164999,100 M2,90 M2,2+1,5-10,Kot 2 (-2). Kat
Mersin,Mezitli,Akdeniz Mahallesi,1770000,220 M2,180 M2,4+1,1,9. Kat
Samsun,İlkadım,Fevzi Çakmak Mahallesi,280000,130 M2,120 M2,3+1,16-20,Yüksek Giriş
İzmir,Karabağlar,Ali Fuat Cebesoy Mahallesi,700000,115 M2,105 M2,2+1,3,Yüksek Giriş
Ankara,Yenimahalle,Yukarı Yahyalar Mahallesi,279000,120 M2,110 M2,2+1,5-10,Kot 1 (-1). Kat
Antalya,Muratpaşa,Kızılarık Mahallesi,718000,105 M2,95 M2,2+1,5-10,1. Kat
Samsun,Atakum,Denizevleri Mahallesi,4900000,1.550 M2,1.520 M2,8+ Oda,21 Ve Üzeri,Müstakil
Samsun,İlkadım,Saitbey Mahallesi,119500TLarrow_downward,65 M2,60 M2,1+1,21 Ve Üzeri,1. Kat
Ankara,Keçiören,Yayla Mahallesi,568000,125 M2,120 M2,3+1,11-15,2. Kat
Mersin,Mezitli,Akdeniz Mahallesi,1300000,150 M2,135 M2,3+1,21 Ve Üzeri,8. Kat
Ankara,Kahramankazan,Satıkadın Mahallesi,235000,120 M2,110 M2,3+1,16-20,3. Kat
Antalya,Alanya,Güller Pınarı Mahallesi,1275000TLarrow_downward,70 M2,-,75 M2,2+1,0 (Yeni)
Adana,Çukurova,Toros Mahallesi,545000TLarrow_downward,135 M2,120 M2,2+1,16-20,3. Kat
İstanbul,Maltepe,Cevizli Mahallesi,2250000,180 M2,160 M2,3+2,5-10,4. Kat
İstanbul,Başakşehir,Başak Mahallesi,1620000,149 M2,130 M2,3+1,11-15,Yüksek Giriş
Samsun,İlkadım,Karasamsun Mahallesi,555000,115 M2,90 M2,2+1,0 (Yeni),1. Kat
Samsun,İlkadım,Karasamsun Mahallesi,555000,115 M2,90 M2,2+1,0 (Yeni),1. Kat
Balıkesir,Edremit,İkizçay Mahallesi,650000,75 M2,70 M2,1+1,2,2. Kat
İstanbul,Şişli,Kuştepe Mahallesi,6500000,228 M2,227 M2,3+2,21 Ve Üzeri,Villa Tipi
İstanbul,Kadıköy,Merdivenköy Mahallesi,4250000,255 M2,245 M2,5+1,16-20,9. Kat
Şanlıurfa,Karaköprü,Narlıkuyu Mahallesi,700000,120 M2,105 M2,2+1,0 (Yeni),1. Kat
Tekirdağ,Çerkezköy,Kızılpınar Atatürk Mahallesi,367000,110 M2,100 M2,2+1,5-10,5. Kat
Antalya,Finike,Sahilkent Mahallesi,480000,120 M2,80 M2,2+1,16-20,5. Kat
İstanbul,Pendik,Esenler Mahallesi,540000,90 M2,75 M2,2+1,11-15,Düz Giriş
Mersin,Erdemli,Ayaş Mahallesi,1100000,225 M2,180 M2,3+1,16-20,Villa Tipi
Gaziantep,Şahinbey,Güneykent Mahallesi,910000,55 M2,50 M2,2+0,5-10,1. Kat
Mersin,Mezitli,Akdeniz Mahallesi,1025000TLarrow_downward,190 M2,-,210 M2,3+1,1
Mersin,Erdemli,Akdeniz Mahallesi,740000,175 M2,160 M2,3+1,4,4. Kat
Tekirdağ,Çerkezköy,Fevzi Paşa Mahallesi,650000,150 M2,140 M2,3+1,4,3. Kat
Aydın,Kuşadası,İkiçeşmelik Mahallesi,1350000,240 M2,210 M2,6+1,5-10,Çatı Dubleks
Ankara,Mamak,Şafaktepe Mahallesi,799000,240 M2,230 M2,6+1,16-20,Çatı Dubleks
Mersin,Yenişehir,Bahçelievler Mahallesi,450000,50 M2,-,55 M2,1+1,5-10
Balıkesir,Burhaniye,Öğretmenler Mahallesi,2600000,190 M2,170 M2,4+1,5-10,Düz Giriş
Trabzon,Akçaabat,Söğütlü Mahallesi,1100000,160 M2,-,175 M2,3+1,4
Niğde,Niğde Merkez,Gümüşler Bld. (Eski Gümüş Mahallesi)i,398000,100 M2,90 M2,2+1,11-15,Müstakil
Sakarya,Karasu,Yalı Mahallesi,275000,85 M2,80 M2,2+1,4,3. Kat
Konya,Karatay,Akabe Mahallesi,700000,165 M2,120 M2,3+1,0 (Yeni),5. Kat
Ankara,Mamak,Yeşilbayır Mahallesi,475000,190 M2,150 M2,4+1,0 (Yeni),1. Kat
İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,980000,95 M2,85 M2,2+1,0 (Yeni),Yüksek Giriş
Ankara,Mamak,Bostancık Mahallesi,280000,125 M2,115 M2,3+1,5-10,Kot 1 (-1). Kat
Çorum,Çorum Merkez,Buharaevler Mahallesi,1000000,185 M2,175 M2,4+1,0 (Yeni),2. Kat
İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,350000,80 M2,75 M2,1+1,0 (Yeni),6. Kat
İstanbul,Eyüpsultan,Alibeyköy Mahallesi,1490000,135 M2,100 M2,4+1,0 (Yeni),11. Kat
İstanbul,Eyüpsultan,Alibeyköy Mahallesi,920000,85 M2,70 M2,2+1,0 (Yeni),8. Kat
Samsun,Atakum,Büyükkolpınar Mahallesi,1875000,245 M2,225 M2,4+1,0 (Yeni),7. Kat
İstanbul,Başakşehir,Kayabaşı Mahallesi,900000,75 M2,68 M2,2+1,5-10,5. Kat
Balıkesir,Karesi,Kuva-İ Milliye Mahallesi,1175000,300 M2,220 M2,6+1,0 (Yeni),Düz Giriş
Balıkesir,Karesi,Kuva-İ Milliye Mahallesi,1100000,300 M2,220 M2,6+1,0 (Yeni),Düz Giriş
İstanbul,Esenler,Fatih Mahallesi,540000,85 M2,75 M2,2+1,5-10,Yüksek Giriş
Ankara,Yenimahalle,Yunus Emre Mahallesi,1500000,130 M2,110 M2,3+1,0 (Yeni),1. Kat
İstanbul,Silivri,Gümüşyaka Mahallesi,1545000TLarrow_downward,320 M2,280 M2,4+2,5-10,Villa Tipi
Aydın,Didim,Efeler Mahallesi,5000000,220 M2,180 M2,4+1,0 (Yeni),Villa Tipi
Adana,Seyhan,Yenibaraj Mahallesi,520000,70 M2,35 M2,1+1,0 (Yeni),Bahçe Katı
Ankara,Mamak,Durali Alıç Mahallesi,425000,100 M2,95 M2,2+1,5-10,Kot 2 (-2). Kat
Elazığ,Elazığ Merkez,Rızaiye Mahallesi,350000,180 M2,165 M2,3+1,16-20,2. Kat
Antalya,Konyaaltı,Hurma Mahallesi,945000,70 M2,60 M2,1+1,5-10,2. Kat
Antalya,Gazipaşa,Pazarcı Mahallesi,720000,115 M2,105 M2,2+1,0 (Yeni),2. Kat
İstanbul,Beylikdüzü,Yakuplu Mahallesi,780000,98 M2,88 M2,2+1,0 (Yeni),1. Kat
Diyarbakır,Bağlar,Bağcılar Mahallesi,670000,150 M2,140 M2,3+1,3,3. Kat
Muğla,Bodrum,Eskiçeşme Mahallesi,2000000,105 M2,95 M2,2+1,5-10,Yüksek Giriş
Diyarbakır,Bağlar,Bağcılar Mahallesi,645000,115 M2,90 M2,2+1,0 (Yeni),2. Kat
Ankara,Sincan,Fevzi Çakmak Mahallesi,649000,160 M2,150 M2,4+1,0 (Yeni),2. Kat
İstanbul,Ataşehir,Örnek Mahallesi,600000TLarrow_downward,55 M2,50 M2,1+1,0 (Yeni),Bahçe Katı
İstanbul,Sarıyer,Huzur Mahallesi,2300000,65 M2,50 M2,Stüdyo,5-10,Bahçe Katı
Manisa,Salihli,Durasıllı Mahallesi,350000,160 M2,150 M2,3+1,11-15,1. Kat
İstanbul,Başakşehir,Kayabaşı Mahallesi,1850000,177 M2,150 M2,3+1,4,3. Kat
İstanbul,Esenyurt,Zafer Mahallesi,650000,95 M2,85 M2,1+1,3,8. Kat
İstanbul,Beşiktaş,Arnavutköy Mahallesi,17500000,145 M2,75 M2,6+3,21 Ve Üzeri,Müstakil
Aydın,Kuşadası,İkiçeşmelik Mahallesi,560000TLarrow_downward,80 M2,70 M2,2+1,11-15,3. Kat
İstanbul,Pendik,Esenler Mahallesi,775000,95 M2,85 M2,2+1,3,2. Kat
İstanbul,Pendik,Esenler Mahallesi,778000,95 M2,85 M2,2+1,5-10,3. Kat
Balıkesir,Edremit,Akçay Mahallesi,850000,125 M2,110 M2,2+1,0 (Yeni),4. Kat
Ankara,Sincan,Mustafa Kemal Mahallesi,569000,135 M2,115 M2,3+1,5-10,3. Kat
Mersin,Tarsus,Şehitishak Mahallesi,475000,100 M2,90 M2,2+1,0 (Yeni),4. Kat
Yalova,Yalova Merkez,Mustafa Kemal Paşa Mahallesi,1275000,146 M2,120 M2,3+1,2,4. Kat
Yalova,Yalova Merkez,Mustafa Kemal Paşa Mahallesi,1350000,146 M2,120 M2,3+1,2,3. Kat
Eskişehir,Tepebaşı,Sütlüce Mahallesi,300000,62 M2,55 M2,1+1,0 (Yeni),2. Kat
Hatay,İskenderun,Mustafa Kemal Mahallesi,345000,200 M2,90 M2,2+1,21 Ve Üzeri,1. Kat
Ankara,Altındağ,Karapürçek Mahallesi,469000,130 M2,115 M2,3+1,5-10,2. Kat
Elazığ,Elazığ Merkez,Yeni Mahallesi,390000,165 M2,150 M2,3+1,5-10,4. Kat
Adana,Seyhan,Pınar Mahallesi,1200000TLarrow_downward%,220 M2,195 M2,4+1,5-10,7. Kat
Şanlıurfa,Karaköprü,Doğukent Mahallesi,3500000,285 M2,-,320 M2,5+1,0 (Yeni)
Antalya,Konyaaltı,Toros Mahallesi,1450000,135 M2,130 M2,3+1,16-20,1. Kat
Ankara,Keçiören,Hisar Mahallesi,589000,135 M2,125 M2,3+1,4,3. Kat
Bursa,Nilüfer,Dumlupınar Mahallesi,550000,100 M2,90 M2,2+1,0 (Yeni),3. Kat
Bursa,Nilüfer,Görükle Mahallesi,385000,70 M2,60 M2,2+1,5-10,3. Kat
İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110 M2,100 M2,2+1,4,2. Kat
KKTC,Gazimağusa,Karakol Mahallesi,1300000TLarrow_downward,145 M2,135 M2,3+1,4,3. Kat
İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,895000TLarrow_downward,160 M2,150 M2,3+2,2,3. Kat
İstanbul,Bağcılar,100. Yıl Mahallesi,600000TLarrow_downward,125 M2,115 M2,2+1,21 Ve Üzeri,2. Kat
Niğde,Niğde Merkez,Efendibey Mahallesi,350000,95 M2,90 M2,2+1,1,Düz Giriş
İstanbul,Maltepe,Bağlarbaşı Mahallesi,775000,90 M2,80 M2,2+1,21 Ve Üzeri,1. Kat
Balıkesir,Altıeylül,Bahçelievler Mahallesi,980000TLarrow_downward,130 M2,-,140 M2,3+1,11-15
İzmir,Karşıyaka,İnönü Mahallesi,880000,50 M2,35 M2,1+1,5-10,8. Kat
Mersin,Yenişehir,Çiftlikköy Mahallesi,1750000,165 M2,142 M2,2+1,5-10,4. Kat
İstanbul,Üsküdar,Beylerbeyi Mahallesi,895000TLarrow_downward,80 M2,60 M2,2+1,21 Ve Üzeri,Yüksek Giriş
Tekirdağ,Çerkezköy,Kızılpınar Atatürk Mahallesi,360000,120 M2,95 M2,2+1,4,1. Kat
Tekirdağ,Kapaklı,İnönü Mahallesi,525000,110 M2,105 M2,2+1,0 (Yeni),1. Kat
Aydın,Didim,Altınkum Mahallesi,2750000,280 M2,150 M2,3+1,0 (Yeni),Villa Tipi
Ankara,Keçiören,Kuşcağız Mahallesi,925000,145 M2,140 M2,3+1,5-10,3. Kat
Antalya,Konyaaltı,Hurma Mahallesi,1350000,100 M2,90 M2,2+1,5-10,2. Kat
Tekirdağ,Çorlu,Rumeli Mahallesi,875000,175 M2,165 M2,5+2,5-10,5. Kat
Adana,Çukurova,Karslılar Mahallesi,3400000TLarrow_downward,500 M2,400 M2,8+ Oda,5-10,Villa Tipi
İstanbul,Esenyurt,Saadetdere Mahallesi,660000TLarrow_downward%,95 M2,85 M2,2+1,5-10,2. Kat
Tekirdağ,Muratlı,Muradiye Mahallesi,500000,160 M2,150 M2,3.5+1,0 (Yeni),Çatı Dubleks
İstanbul,Ataşehir,Esatpaşa Mahallesi,850000TLarrow_downward,95 M2,90 M2,2+1,5-10,Yüksek Giriş
Gaziantep,Şehitkamil,Belkız Mahallesi,690000,125 M2,85 M2,2+1,0 (Yeni),2. Kat
Mersin,Yenişehir,Limonluk Mahallesi,1800000,135 M2,105 M2,2+1,0 (Yeni),12. Kat
Mersin,Mezitli,Tece Mahallesi,690000,85 M2,-,100 M2,2+1,1
Mersin,Mezitli,Tece Mahallesi,999000,85 M2,65 M2,2+1,0 (Yeni),3. Kat
İzmir,Buca,Yenigün Mahallesi,1200000,160 M2,150 M2,3+1,5-10,2. Kat
İzmir,Urla,Kalabak Mahallesi,9500000,200 M2,170 M2,3+1,11-15,Düz Giriş
İstanbul,Pendik,Güllü Bağlar Mahallesi,980000TLarrow_downward%,130 M2,91 M2,2+1,2,Yüksek Giriş
Aydın,Kuşadası,Soğucak Mahallesi,2100000,200 M2,150 M2,5+1,16-20,Villa Tipi
Balıkesir,Gönen,Ilıcaoba Mahallesi,850000,308 M2,150 M2,3+1,0 (Yeni),Bahçe Dublex
Mersin,Tarsus,Altaylılar Mahallesi,1450000,215 M2,190 M2,4+1,2,13. Kat
İstanbul,Kadıköy,Merdivenköy Mahallesi,4250000,250 M2,200 M2,5+2,16-20,9. Kat
Mersin,Mezitli,Tece Mahallesi,700000TLarrow_downward%,75 M2,-,90 M2,2+1,1
İzmir,Karabağlar,Esenlik Mahallesi,800000,160 M2,150 M2,3+1,21 Ve Üzeri,2. Kat
Ankara,Etimesgut,İstasyon Mahallesi,202000TLarrow_downward,95 M2,90 M2,2+1,11-15,Kot 1 (-1). Kat
Mersin,Mezitli,Akdeniz Mahallesi,835000TLarrow_downward,155 M2,135 M2,2+1,0 (Yeni),7. Kat
Ankara,Sincan,29 Ekim Mahallesi,999000TLarrow_downward,195 M2,167 M2,4+1,0 (Yeni),1. Kat
İstanbul,Sarıyer,Kazım Karabekir Paşa Mahallesi,350000,100 M2,95 M2,2+1,11-15,Müstakil
İzmir,Menemen,Cumhuriyet Mahallesi,650000,140 M2,120 M2,3+1,5-10,2. Kat
İstanbul,Başakşehir,Kayabaşı Mahallesi,920000,75 M2,68 M2,2+1,5-10,8. Kat
İstanbul,Başakşehir,Kayabaşı Mahallesi,1450000,118 M2,105 M2,3+1,5-10,10. Kat
İstanbul,Başakşehir,Kayabaşı Mahallesi,900000TLarrow_downward,75 M2,68 M2,2+1,5-10,5. Kat
İstanbul,Maltepe,Cevizli Mahallesi,900000,50 M2,45 M2,1+1,2,Düz Giriş
İstanbul,Maltepe,Cevizli Mahallesi,1720000,240 M2,215 M2,4+2,0 (Yeni),5. Kat
İstanbul,Üsküdar,Cumhuriyet Mahallesi,1450000,167 M2,147 M2,3+1,5-10,4. Kat
Samsun,İlkadım,Cedit Mahallesi,260000,130 M2,120 M2,3+1,16-20,2. Kat
Aydın,Kuşadası,Kadınlar Denizi Mahallesi,1575000TLarrow_downward,150 M2,140 M2,4+1,16-20,Düz Giriş
Aydın,Kuşadası,Ege Mahallesi,1450000,130 M2,120 M2,3+1,0 (Yeni),4. Kat
Aydın,Kuşadası,Davutlar Mahallesi,690000,142 M2,133 M2,3+1,0 (Yeni),Yüksek Giriş
İstanbul,Esenler,Namık Kemal Mahallesi,315000,100 M2,90 M2,2+1,21 Ve Üzeri,6. Kat
Balıkesir,Edremit,Altınoluk Mahallesi,4200000,300 M2,220 M2,4+1,5-10,Düz Giriş
İstanbul,Esenler,Namık Kemal Mahallesi,315000,100 M2,90 M2,2+1,21 Ve Üzeri,6. Kat
Balıkesir,Edremit,Altınoluk Mahallesi,4200000,300 M2,220 M2,4+1,5-10,Düz Giriş
Balıkesir,Edremit,Altınoluk Mahallesi,725000,105 M2,90 M2,2+1,16-20,2. Kat
İstanbul,Tuzla,Cami Mahallesi,1750000TLarrow_downward,120 M2,85 M2,3+1,0 (Yeni),2. Kat
Antalya,Döşemealtı,AOSB 1. Kısım Mahallesi,5850000,447 M2,250 M2,4+1,0 (Yeni),Villa Tipi
Mersin,Erdemli,Alata Mahallesi,620000,125 M2,115 M2,2+1,0 (Yeni),3. Kat
İzmir,Buca,Kozağaç Mahallesi,630000,119 M2,103 M2,2+1,5-10,Yüksek Giriş
Denizli,Merkezefendi,Gümüşçay Mahallesi,449000,100 M2,90 M2,2+0,0 (Yeni),1. Kat
Ankara,Polatlı,Kurtuluş Mahallesi,390000TLarrow_downward%,130 M2,125 M2,3+1,5-10,2. Kat
Diyarbakır,Bağlar,Bağcılar Mahallesi,820000,140 M2,130 M2,3+1,0 (Yeni),4. Kat
Manisa,Şehzadeler,Aşağıçobanisa Mahallesi,4555000,140 M2,125 M2,3+1,0 (Yeni),Kot 2 (-2). Kat
İstanbul,Bakırköy,Kartaltepe Mahallesi,650000,80 M2,70 M2,2+1,21 Ve Üzeri,Düz Giriş
İstanbul,Bahçelievler,Bahçelievler Mahallesi,2100000,110 M2,90 M2,2+1,21 Ve Üzeri,1. Kat
İzmir,Karşıyaka,Dedebaşı Mahallesi,1150000TLarrow_downward,130 M2,115 M2,3+1,5-10,Yüksek Giriş
Ankara,Mamak,Mutlu Mahallesi,567500TLarrow_downward,120 M2,110 M2,3+1,0 (Yeni),2. Kat
Balıkesir,Edremit,Altınoluk Mahallesi,2250000,130 M2,120 M2,3+1,0 (Yeni),Müstakil
Kahramanmaraş,Dulkadiroğlu,Gazi Paşa Mahallesi,350000,85 M2,65 M2,2+0,0 (Yeni),3. Kat
Samsun,Atakum,Esenevler Mahallesi,720000,251 M2,250 M2,5+2,5-10,3. Kat
Samsun,Atakum,Cumhuriyet Mahallesi,327000,100 M2,95 M2,3+1,11-15,Bahçe Katı
Samsun,Atakum,Küçükkolpınar Mahallesi,275000,60 M2,55 M2,1+1,0 (Yeni),1. Kat
Ankara,Gölbaşı,Karşıyaka Mahallesi,4750000,250 M2,195 M2,5+1,0 (Yeni),Müstakil
Mersin,Mezitli,Cumhuriyet Mahallesi,1175000,145 M2,135 M2,3+1,16-20,3. Kat
Tekirdağ,Çorlu,Muhittin Mahallesi,560000,150 M2,140 M2,3+1,5-10,3. Kat
İstanbul,Sarıyer,Ayazağa Mahallesi,3650000,82 M2,55 M2,1+1,4,8. Kat
Balıkesir,Altıeylül,Plevne Mahallesi,730000,95 M2,85 M2,2+1,0 (Yeni),4. Kat
İstanbul,Başakşehir,Kayabaşı Mahallesi,4000000,178 M2,130 M2,3+1,4,4. Kat
İstanbul,Başakşehir,Kayabaşı Mahallesi,1400000,118 M2,105 M2,3+1,5-10,10. Kat
İstanbul,Beşiktaş,Mecidiye Mahallesi,1500000,100 M2,85 M2,2+1,21 Ve Üzeri,Düz Giriş
İzmir,Karşıyaka,Bahriye Üçok Mahallesi,985000TLarrow_downward,110 M2,100 M2,3+1,21 Ve Üzeri,Bahçe Katı
İzmir,Buca,Hürriyet Mahallesi,455000TLarrow_downward,120 M2,118 M2,3+1,21 Ve Üzeri,3. Kat
